Data Set,Total Clusters Count,Non Homogenous Clusters Count,Clusters Selected by PSO,Time For PSO 1,AccAfterStage1,Total Classifiers Count,Selected Classifiers Count,Classifier,Time For PSO 2,Avg Accuracy,Std. Dev,Optimized Acc,Std. Dev,Duration
healthy-lifestyle,496,496,271,7m 11s,,1355,339,"['NB', 'DT', 'KNN', 'DT', 'KNN', 'ANN', 'KNN', 'NB', 'NB', 'KNN', 'KNN', 'NB', 'DT', 'ANN', 'ANN', 'NB', 'DT', 'KNN', 'NB', 'DT', 'KNN', 'NB', 'KNN', 'NB', 'KNN', 'ANN', 'KNN', 'NB', 'KNN', 'DISCR', 'NB', 'NB', 'ANN', 'KNN', 'NB', 'ANN', 'KNN', 'KNN', 'DISCR', 'DT', 'KNN', 'ANN', 'KNN', 'DT', 'ANN', 'KNN', 'DISCR', 'NB', 'ANN', 'NB', 'ANN', 'DISCR', 'DISCR', 'NB', 'KNN', 'NB', 'DT', 'ANN', 'KNN', 'NB', 'KNN', 'NB', 'NB', 'NB', 'KNN', 'NB', 'DT', 'KNN', 'NB', 'KNN', 'KNN', 'DISCR', 'ANN', 'NB', 'DT', 'ANN', 'KNN', 'NB', 'KNN', 'KNN', 'DT', 'ANN', 'DT', 'KNN', 'DT', 'ANN', 'DISCR', 'ANN', 'KNN', 'DISCR', 'ANN', 'KNN', 'NB', 'DT', 'DISCR', 'KNN', 'DISCR', 'NB', 'ANN', 'DT', 'ANN', 'ANN', 'NB', 'ANN', 'NB', 'ANN', 'NB', 'DT', 'DISCR', 'KNN', 'NB', 'KNN', 'ANN', 'KNN', 'ANN', 'ANN', 'NB', 'DT', 'KNN', 'ANN', 'NB', 'KNN', 'DISCR', 'ANN', 'KNN', 'DISCR', 'DT', 'DT', 'ANN', 'ANN', 'KNN', 'ANN', 'KNN', 'ANN', 'DT', 'ANN', 'KNN', 'NB', 'KNN', 'NB', 'NB', 'DISCR', 'NB', 'NB', 'ANN', 'KNN', 'DT', 'DISCR', 'ANN', 'DT', 'ANN', 'KNN', 'ANN', 'DISCR', 'DT', 'DISCR', 'DT', 'ANN', 'DT', 'DISCR', 'DT', 'DT', 'ANN', 'ANN', 'ANN', 'ANN', 'KNN', 'ANN', 'NB', 'DT', 'KNN', 'KNN', 'DT', 'NB', 'DISCR', 'DISCR', 'ANN', 'DISCR', 'NB', 'ANN', 'ANN', 'DISCR', 'ANN', 'DISCR', 'DT', 'ANN', 'KNN', 'ANN', 'KNN', 'DISCR', 'ANN', 'DT', 'NB', 'DT', 'KNN', 'DISCR', 'ANN', 'ANN', 'KNN', 'KNN', 'ANN', 'KNN', 'DISCR', 'KNN', 'DISCR', 'DT', 'ANN', 'KNN', 'ANN', 'ANN', 'NB', 'DT', 'KNN', 'KNN', 'ANN', 'NB', 'ANN', 'KNN', 'ANN', 'KNN', 'NB', 'KNN', 'NB', 'ANN', 'KNN', 'NB', 'ANN', 'KNN', 'KNN', 'NB', 'KNN', 'NB', 'KNN', 'KNN', 'DISCR', 'DT', 'KNN', 'ANN', 'DISCR', 'KNN', 'NB', 'ANN', 'KNN', 'DISCR', 'ANN', 'ANN', 'KNN', 'DISCR', 'ANN', 'NB', 'ANN', 'KNN', 'DISCR', 'NB', 'ANN', 'NB', 'DT', 'ANN', 'NB', 'KNN', 'NB', 'KNN', 'DISCR', 'DT', 'ANN', 'KNN', 'DT', 'DISCR', 'NB', 'ANN', 'DISCR', 'KNN', 'DISCR', 'NB', 'KNN', 'KNN', 'ANN', 'KNN', 'DISCR', 'NB', 'ANN', 'KNN', 'ANN', 'ANN', 'KNN', 'ANN', 'ANN', 'KNN', 'NB', 'NB', 'KNN', 'ANN', 'ANN', 'ANN', 'DISCR', 'DT', 'ANN', 'ANN', 'KNN', 'ANN', 'KNN', 'DT', 'NB', 'DT', 'ANN', 'DISCR', 'NB', 'DISCR', 'DT', 'ANN', 'KNN', 'DISCR', 'NB', 'ANN', 'KNN', 'NB', 'KNN', 'KNN', 'DISCR', 'DT', 'NB', 'ANN', 'DISCR', 'KNN', 'DISCR', 'NB', 'ANN', 'KNN', 'ANN', 'ANN', 'KNN', 'DT', 'KNN', 'DT', 'ANN', 'ANN', 'KNN', 'DISCR', 'ANN']",1m 27s,0.703803503,0,0.663488444,0,11m 29s
heart-disease-health-indicator,1431,1431,750,120m 46s,-,3750,938,"['DT', 'KNN', 'NB', 'NB', 'KNN', 'DISCR', 'DT', 'KNN', 'NB', 'NB', 'DT', 'NB', 'DT', 'KNN', 'ANN', 'NB', 'DT', 'DT', 'NB', 'NB', 'NB', 'DT', 'KNN', 'NB', 'DT', 'NB', 'DT', 'NB', 'NB', 'DT', 'NB', 'ANN', 'KNN', 'NB', 'DT', 'ANN', 'DT', 'KNN', 'NB', 'DISCR', 'NB', 'KNN', 'DISCR', 'NB', 'NB', 'ANN', 'KNN', 'KNN', 'ANN', 'NB', 'NB', 'KNN', 'DT', 'ANN', 'DT', 'ANN', 'KNN', 'NB', 'ANN', 'KNN', 'DT', 'NB', 'DT', 'ANN', 'NB', 'DT', 'ANN', 'ANN', 'KNN', 'ANN', 'DT', 'ANN', 'KNN', 'DISCR', 'NB', 'NB', 'ANN', 'KNN', 'DT', 'DT', 'NB', 'NB', 'ANN', 'ANN', 'NB', 'ANN', 'NB', 'ANN', 'ANN', 'KNN', 'DT', 'DT', 'KNN', 'NB', 'KNN', 'DT', 'NB', 'DT', 'NB', 'DT', 'NB', 'NB', 'ANN', 'KNN', 'NB', 'DT', 'ANN', 'KNN', 'NB', 'NB', 'KNN', 'DT', 'ANN', 'DT', 'KNN', 'NB', 'DT', 'KNN', 'NB', 'NB', 'KNN', 'DT', 'KNN', 'DT', 'DT', 'ANN', 'NB', 'ANN', 'NB', 'KNN', 'NB', 'KNN', 'ANN', 'NB', 'NB', 'KNN', 'NB', 'NB', 'DT', 'NB', 'KNN', 'NB', 'DT', 'ANN', 'DT', 'ANN', 'NB', 'ANN', 'NB', 'DISCR', 'KNN', 'NB', 'NB', 'KNN', 'NB', 'NB', 'NB', 'ANN', 'NB', 'KNN', 'NB', 'NB', 'DT', 'NB', 'DT', 'DISCR', 'NB', 'DT', 'DT', 'NB', 'NB', 'DT', 'ANN', 'NB', 'ANN', 'KNN', 'DISCR', 'ANN', 'DT', 'DT', 'NB', 'NB', 'DT', 'DT', 'NB', 'DT', 'NB', 'NB', 'KNN', 'DISCR', 'NB', 'NB', 'DT', 'KNN', 'DT', 'DISCR', 'NB', 'NB', 'NB', 'DT', 'NB', 'DT', 'DT', 'ANN', 'DT', 'NB', 'DISCR', 'NB', 'DT', 'DISCR', 'DT', 'NB', 'ANN', 'KNN', 'KNN', 'NB', 'NB', 'DT', 'ANN', 'NB', 'NB', 'KNN', 'ANN', 'KNN', 'ANN', 'DT', 'DT', 'KNN', 'DT', 'NB', 'ANN', 'DISCR', 'NB', 'DT', 'NB', 'DT', 'NB', 'ANN', 'NB', 'DT', 'DT', 'DISCR', 'DT', 'ANN', 'ANN', 'DT', 'ANN', 'NB', 'DT', 'ANN', 'KNN', 'NB', 'DT', 'KNN', 'NB', 'DT', 'KNN', 'NB', 'KNN', 'DT', 'KNN', 'DT', 'ANN', 'KNN', 'DISCR', 'ANN', 'KNN', 'NB', 'NB', 'DT', 'DT', 'ANN', 'KNN', 'DT', 'ANN', 'KNN', 'NB', 'DT', 'ANN', 'DISCR', 'DT', 'DT', 'DT', 'DISCR', 'NB', 'ANN', 'DISCR', 'DT', 'DT', 'ANN', 'KNN', 'NB', 'ANN', 'KNN', 'NB', 'NB', 'DT', 'NB', 'NB', 'NB', 'DT', 'DISCR', 'NB', 'NB', 'KNN', 'ANN', 'NB', 'DT', 'DISCR', 'DT', 'DT', 'ANN', 'NB', 'DT', 'NB', 'ANN', 'NB', 'DT', 'ANN', 'KNN', 'DISCR', 'DT', 'DISCR', 'NB', 'ANN', 'NB', 'DT', 'ANN', 'DT', 'ANN', 'DISCR', 'DT', 'ANN', 'KNN', 'DT', 'ANN', 'DISCR', 'DT', 'NB', 'DT', 'ANN', 'KNN', 'NB', 'ANN', 'NB', 'NB', 'DT', 'NB', 'DT', 'DT', 'KNN', 'KNN', 'NB', 'NB', 'DISCR', 'NB', 'ANN', 'NB', 'NB', 'ANN', 'ANN', 'NB', 'ANN', 'DISCR', 'NB', 'DT', 'ANN', 'KNN', 'DISCR', 'DT', 'DT', 'NB', 'NB', 'ANN', 'DT', 'ANN', 'NB', 'NB', 'DT', 'KNN', 'ANN', 'KNN', 'NB', 'ANN', 'KNN', 'NB', 'DT', 'KNN', 'NB', 'KNN', 'NB', 'KNN', 'ANN', 'NB', 'DISCR', 'NB', 'NB', 'DISCR', 'NB', 'ANN', 'DT', 'ANN', 'DT', 'ANN', 'NB', 'KNN', 'DT', 'NB', 'NB', 'DT', 'NB', 'DT', 'ANN', 'KNN', 'NB', 'DT', 'NB', 'DT', 'ANN', 'ANN', 'DISCR', 'NB', 'ANN', 'DT', 'DT', 'ANN', 'KNN', 'NB', 'DT', 'DT', 'NB', 'DISCR', 'DT', 'ANN', 'DISCR', 'NB', 'KNN', 'KNN', 'ANN', 'DT', 'DT', 'NB', 'NB', 'DT', 'ANN', 'DT', 'NB', 'KNN', 'NB', 'NB', 'DT', 'ANN', 'NB', 'ANN', 'KNN', 'DISCR', 'NB', 'DT', 'DT', 'ANN', 'DISCR', 'DT', 'NB', 'KNN', 'DISCR', 'NB', 'DT', 'ANN', 'NB', 'DT', 'NB', 'KNN', 'NB', 'DT', 'NB', 'NB', 'KNN', 'NB', 'NB', 'DISCR', 'DT', 'DT', 'ANN', 'KNN', 'NB', 'DT', 'DT', 'KNN', 'NB', 'DT', 'NB', 'DT', 'DT', 'ANN', 'DT', 'ANN', 'KNN', 'ANN', 'DISCR', 'NB', 'NB', 'NB', 'ANN', 'KNN', 'DT', 'NB', 'DT', 'NB', 'ANN', 'KNN', 'NB', 'KNN', 'ANN', 'DT', 'KNN', 'NB', 'NB', 'ANN', 'DISCR', 'NB', 'ANN', 'NB', 'DT', 'DT', 'NB', 'NB', 'ANN', 'KNN', 'DISCR', 'DISCR', 'NB', 'DT', 'DISCR', 'NB', 'NB', 'NB', 'DT', 'DISCR', 'DT', 'NB', 'NB', 'ANN', 'NB', 'KNN', 'NB', 'ANN', 'KNN', 'NB', 'DT', 'KNN', 'NB', 'DT', 'DT', 'ANN', 'DT', 'NB', 'DT', 'ANN', 'KNN', 'NB', 'KNN', 'DISCR', 'NB', 'DT', 'ANN', 'DISCR', 'NB', 'DISCR', 'NB', 'DISCR', 'ANN', 'DT', 'DT', 'DISCR', 'NB', 'NB', 'NB', 'ANN', 'KNN', 'KNN', 'DT', 'NB', 'ANN', 'DT', 'NB', 'KNN', 'NB', 'KNN', 'DT', 'KNN', 'KNN', 'NB', 'DT', 'KNN', 'DT', 'NB', 'NB', 'NB', 'DISCR', 'DT', 'NB', 'ANN', 'NB', 'DT', 'ANN', 'DISCR', 'DT', 'NB', 'DT', 'ANN', 'ANN', 'NB', 'KNN', 'DT', 'KNN', 'DISCR', 'NB', 'DT', 'NB', 'DT', 'DISCR', 'NB', 'DT', 'NB', 'DT', 'ANN', 'KNN', 'DISCR', 'NB', 'NB', 'DT', 'DISCR', 'NB', 'ANN', 'NB', 'DT', 'ANN', 'NB', 'DT', 'ANN', 'DT', 'DT', 'NB', 'ANN', 'NB', 'DT', 'DISCR', 'NB', 'DT', 'ANN', 'DISCR', 'NB', 'DT', 'ANN', 'DISCR', 'NB', 'DT', 'NB', 'KNN', 'ANN', 'DISCR', 'DT', 'DISCR', 'DT', 'ANN', 'KNN', 'ANN', 'KNN', 'DT', 'DT', 'ANN', 'NB', 'KNN', 'NB', 'DISCR', 'NB', 'DT', 'ANN', 'NB', 'DT', 'NB', 'DISCR', 'DISCR', 'DT', 'DISCR', 'NB', 'ANN', 'DISCR', 'NB', 'ANN', 'ANN', 'KNN', 'NB', 'DT', 'ANN', 'NB', 'ANN', 'NB', 'ANN', 'DT', 'DISCR', 'NB', 'KNN', 'ANN', 'NB', 'DT', 'DT', 'NB', 'ANN', 'NB', 'DT', 'NB', 'DT', 'ANN', 'NB', 'DT', 'NB', 'NB', 'ANN', 'NB', 'DISCR', 'NB', 'NB', 'KNN', 'NB', 'NB', 'DT', 'DT', 'DISCR', 'DT', 'KNN', 'ANN', 'KNN', 'NB', 'DISCR', 'DISCR', 'NB', 'DT', 'ANN', 'DISCR', 'NB', 'DT', 'ANN', 'NB', 'KNN', 'DISCR', 'NB', 'NB', 'NB', 'ANN', 'DT', 'DT', 'NB', 'KNN', 'DISCR', 'DT', 'KNN', 'NB', 'DT', 'DT', 'DISCR', 'NB', 'NB', 'DT', 'NB', 'ANN', 'KNN', 'NB', 'DT', 'DISCR', 'DT', 'ANN', 'KNN', 'DISCR', 'DT', 'NB', 'DT', 'KNN', 'NB', 'ANN', 'DT', 'NB', 'DT', 'DISCR', 'NB', 'ANN', 'KNN', 'DT', 'NB', 'NB', 'KNN', 'NB', 'NB', 'DT', 'KNN', 'NB', 'ANN', 'ANN', 'NB', 'DISCR', 'DISCR', 'DT', 'NB', 'NB', 'DT', 'KNN', 'DT', 'ANN', 'DT', 'KNN', 'DISCR', 'DT', 'KNN', 'NB', 'DT', 'NB', 'DT', 'KNN', 'NB', 'ANN', 'DT', 'NB', 'NB', 'NB', 'DISCR', 'NB', 'DT', 'KNN', 'NB', 'ANN', 'DISCR', 'DT', 'DISCR', 'DISCR', 'NB', 'KNN', 'NB', 'DT', 'ANN', 'KNN', 'DT', 'ANN', 'KNN', 'NB', 'NB', 'DT', 'KNN', 'ANN', 'KNN', 'DISCR', 'DT', 'ANN', 'NB', 'ANN', 'NB', 'ANN', 'KNN', 'DISCR', 'NB', 'ANN', 'NB', 'DISCR', 'NB', 'NB', 'NB', 'DT', 'NB', 'ANN', 'NB', 'DISCR', 'NB', 'DT', 'ANN', 'NB', 'NB', 'DT', 'ANN', 'KNN', 'NB', 'ANN', 'NB', 'DT', 'KNN', 'NB', 'NB', 'NB', 'DT', 'NB', 'NB', 'NB', 'DT', 'KNN', 'NB', 'KNN', 'ANN', 'KNN', 'DISCR', 'DT', 'DISCR', 'ANN', 'KNN', 'NB', 'NB', 'ANN', 'KNN', 'DISCR', 'NB', 'NB', 'DT', 'ANN', 'KNN', 'NB', 'DT', 'DT', 'KNN', 'DT', 'KNN', 'ANN', 'DT', 'ANN', 'KNN', 'NB', 'DT', 'ANN', 'KNN', 'DISCR', 'ANN', 'DT', 'DT', 'DISCR', 'ANN', 'NB', 'NB', 'KNN', 'DISCR', 'NB', 'DT', 'ANN']",40m 12s,0.907462157,0,0.854166667,0,234m 52s
